Word,Level,Category,Details
bury,B2,people: actions,/american-english/words/usdetail/707
calculate,B2,people: actions,/american-english/words/usdetail/736
capture,B2,people: actions,/american-english/words/usdetail/771
clear,B2,people: actions,/american-english/words/usdetail/945
clutch,C2,people: actions,/american-english/words/usdetail/977
catch,A1,people: actions,/american-english/words/usdetail/810
change,A1,people: actions,/american-english/words/usdetail/855
choose,A1,people: actions,/american-english/words/usdetail/911
close,A1,people: actions,/american-english/words/usdetail/961
check,A2,people: actions,/american-english/words/usdetail/876
climb,A2,people: actions,/american-english/words/usdetail/955
arrange,B1,people: actions,/american-english/words/usdetail/313
attend,B1,people: actions,/american-english/words/usdetail/373
babysit,B1,people: actions,/american-english/words/usdetail/409
clap,B1,people: actions,/american-english/words/usdetail/930
approach,B2,people: actions,/american-english/words/usdetail/288
assist,B2,people: actions,/american-english/words/usdetail/347
bang,B2,people: actions,/american-english/words/usdetail/444
bend,B2,people: actions,/american-english/words/usdetail/516
brush,B2,people: actions,/american-english/words/usdetail/677
charge,B2,people: actions,/american-english/words/usdetail/864
chase,B2,people: actions,/american-english/words/usdetail/871
combine,B2,people: actions,/american-english/words/usdetail/1015
blow,C2,people: actions,/american-english/words/usdetail/574
carve,C2,people: actions,/american-english/words/usdetail/797
adult,A1,people: appearance,/american-english/words/usdetail/101
baby,A1,people: appearance,/american-english/words/usdetail/408
beard,A1,people: appearance,/american-english/words/usdetail/485
boy,A1,people: appearance,/american-english/words/usdetail/621
comb,A2,people: appearance,/american-english/words/usdetail/1012
adolescent,C2,people: appearance,/american-english/words/usdetail/97
beauty,B1,people: appearance,/american-english/words/usdetail/489
childhood,B1,people: appearance,/american-english/words/usdetail/899
background,B1,people: personality,/american-english/words/usdetail/413
chance,B2,people: personality,/american-english/words/usdetail/853
brain,C1,people: personality,/american-english/words/usdetail/626
bully,C1,people: personality,/american-english/words/usdetail/692
character,C1,people: personality,/american-english/words/usdetail/862
anger,B2,people: personality,/american-english/words/usdetail/227
anxiety,B2,people: personality,/american-english/words/usdetail/253
appeal,B2,people: personality,/american-english/words/usdetail/274
certainty,B2,people: personality,/american-english/words/usdetail/844
charisma,C2,people: personality,/american-english/words/usdetail/865
attitude,B1,people: personality,/american-english/words/usdetail/377
character,B1,people: personality,/american-english/words/usdetail/862
charm,B2,people: personality,/american-english/words/usdetail/868
care,B1,people: personality,/american-english/words/usdetail/780
appeal,B2,people: personality,/american-english/words/usdetail/274
approve,B2,people: personality,/american-english/words/usdetail/292
belong,B2,people: personality,/american-english/words/usdetail/511
blush,B2,people: personality,/american-english/words/usdetail/577
believe,A2,people: personality,/american-english/words/usdetail/509
bother,A2,people: personality,/american-english/words/usdetail/610
annoy,B1,people: personality,/american-english/words/usdetail/238
attract,B1,people: personality,/american-english/words/usdetail/379
admire,B2,people: personality,/american-english/words/usdetail/93
appreciate,B2,people: personality,/american-english/words/usdetail/286
betray,B2,people: personality,/american-english/words/usdetail/526
bother,B2,people: personality,/american-english/words/usdetail/610
bear,C1,people: personality,/american-english/words/usdetail/484
behave,B1,people: personality,/american-english/words/usdetail/504
care,B1,people: personality,/american-english/words/usdetail/780
cheat,B2,people: personality,/american-english/words/usdetail/875
capital,A2,politics,/american-english/words/usdetail/766
citizen,B2,politics,/american-english/words/usdetail/924
center,C2,politics,/american-english/words/usdetail/834
birthday,A1,relationships,/american-english/words/usdetail/547
brother,A1,relationships,/american-english/words/usdetail/671
aunt,A2,relationships,/american-english/words/usdetail/387
boyfriend,A2,relationships,/american-english/words/usdetail/622
anniversary,B1,relationships,/american-english/words/usdetail/235
bride,B1,relationships,/american-english/words/usdetail/651
ceremony,B1,relationships,/american-english/words/usdetail/841
affair,B2,relationships,/american-english/words/usdetail/116
bond,B2,relationships,/american-english/words/usdetail/591
brother-in-law,B2,relationships,/american-english/words/usdetail/672
circle,B2,relationships,/american-english/words/usdetail/918
bond,C2,relationships,/american-english/words/usdetail/591
call,B1,relationships,/american-english/words/usdetail/741
celebrate,B1,relationships,/american-english/words/usdetail/825
adopt,B2,relationships,/american-english/words/usdetail/98
bag,A1,shopping,/american-english/words/usdetail/428
ball,A1,shopping,/american-english/words/usdetail/437
bat,A1,shopping,/american-english/words/usdetail/471
bookstore,A1,shopping,/american-english/words/usdetail/599
box,A1,shopping,/american-english/words/usdetail/619
board,A2,shopping,/american-english/words/usdetail/578
board game,A2,shopping,/american-english/words/usdetail/579
card,A2,shopping,/american-english/words/usdetail/777
basket,B1,shopping,/american-english/words/usdetail/469
captain,B1,shopping,/american-english/words/usdetail/770
chain,B1,shopping,/american-english/words/usdetail/846
champion,B1,shopping,/american-english/words/usdetail/851
checkout,B1,shopping,/american-english/words/usdetail/878
club,B1,shopping,/american-english/words/usdetail/973
arrow,B2,shopping,/american-english/words/usdetail/319
brand,B2,shopping,/american-english/words/usdetail/629
catalog,B2,shopping,/american-english/words/usdetail/808
business,A1,shopping,/american-english/words/usdetail/710
badminton,A2,shopping,/american-english/words/usdetail/426
chess,A2,shopping,/american-english/words/usdetail/891
baseball,A1,shopping,/american-english/words/usdetail/463
basketball,A1,shopping,/american-english/words/usdetail/470
come,A2,shopping,/american-english/words/usdetail/1016
appear,B2,shopping,/american-english/words/usdetail/275
browse,B2,shopping,/american-english/words/usdetail/674
beat,B1,shopping,/american-english/words/usdetail/486
address,A1,technology,/american-english/words/usdetail/82
CD,A1,technology,/american-english/words/usdetail/820
bulb,B1,technology,/american-english/words/usdetail/686
button,B1,technology,/american-english/words/usdetail/721
card,B1,technology,/american-english/words/usdetail/777
backup,B2,technology,/american-english/words/usdetail/418
bookmark,B2,technology,/american-english/words/usdetail/597
breakdown,B2,technology,/american-english/words/usdetail/639
bug,B2,technology,/american-english/words/usdetail/682
chip,B2,technology,/american-english/words/usdetail/906
access,B1,technology,/american-english/words/usdetail/31
broadband,B2,technology,/american-english/words/usdetail/662
CD-ROM,B1,technology,/american-english/words/usdetail/822
cable,B2,technology,/american-english/words/usdetail/731
attach,B1,technology,/american-english/words/usdetail/366
access,B2,technology,/american-english/words/usdetail/31
bookmark,B2,technology,/american-english/words/usdetail/597
burn,B2,technology,/american-english/words/usdetail/704
browse,B2,technology,/american-english/words/usdetail/674
charge,B2,technology,/american-english/words/usdetail/864
bike,A1,travel,/american-english/words/usdetail/536
boat,A1,travel,/american-english/words/usdetail/581
bus,A1,travel,/american-english/words/usdetail/708
car,A1,travel,/american-english/words/usdetail/772
airplane,A2,travel,/american-english/words/usdetail/150
airport,A2,travel,/american-english/words/usdetail/151
bicycle,A2,travel,/american-english/words/usdetail/533
bus station,A2,travel,/american-english/words/usdetail/713
bus stop,A2,travel,/american-english/words/usdetail/714
brake,B1,travel,/american-english/words/usdetail/627
cab,B1,travel,/american-english/words/usdetail/727
cabin,B1,travel,/american-english/words/usdetail/729
campsite,B1,travel,/american-english/words/usdetail/749
check-in (counter),B1,travel,/american-english/words/usdetail/877
aircraft,B2,travel,/american-english/words/usdetail/147
captain,B2,travel,/american-english/words/usdetail/770
car,C1,travel,/american-english/words/usdetail/772
cabin,C2,travel,/american-english/words/usdetail/729
carriage,C2,travel,/american-english/words/usdetail/792
air,A2,travel,/american-english/words/usdetail/145
baggage,B1,travel,/american-english/words/usdetail/429
approach,B2,travel,/american-english/words/usdetail/288
adventure,A2,travel,/american-english/words/usdetail/105
camp,B1,travel,/american-english/words/usdetail/746
camp,B1,travel,/american-english/words/usdetail/746
camp,A2,travel,/american-english/words/usdetail/746
accelerate,C2,travel,/american-english/words/usdetail/25
catch,A1,travel,/american-english/words/usdetail/810
carry,B2,travel,/american-english/words/usdetail/794
board,B1,travel,/american-english/words/usdetail/578
book,B1,travel,/american-english/words/usdetail/594
boss,A2,work,/american-english/words/usdetail/607
business,A2,work,/american-english/words/usdetail/710
businessman,A2,work,/american-english/words/usdetail/711
businesswoman,A2,work,/american-english/words/usdetail/712
agency,B1,work,/american-english/words/usdetail/131
architect,B1,work,/american-english/words/usdetail/300
career,B1,work,/american-english/words/usdetail/781
agent,B2,work,/american-english/words/usdetail/133
analyst,B2,work,/american-english/words/usdetail/219
chief,B2,work,/american-english/words/usdetail/897
client,B2,work,/american-english/words/usdetail/951
bid,C1,work,/american-english/words/usdetail/534
board,C1,work,/american-english/words/usdetail/578
career,C2,work,/american-english/words/usdetail/781
architecture,B1,work,/american-english/words/usdetail/301
business,B1,work,/american-english/words/usdetail/710
benefit,B1,work,/american-english/words/usdetail/519
advertise,B1,work,/american-english/words/usdetail/109
appoint,C1,work,/american-english/words/usdetail/284
build,A2,work,/american-english/words/usdetail/683
cigarette,A2,body and health,/american-english/words/usdetail/916
addict,B2,body and health,/american-english/words/usdetail/76
cancer,B1,body and health,/american-english/words/usdetail/756
alcohol,A2,food and drink,/american-english/words/usdetail/157
